UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,municipio_limpo,uf_limpa,chave_merge,DIESEL,FLEX
PR,JAGUARIAIVA,23233,12210,0,834,578,2435,841,0,18,107,4006,496,160,0,468,786,2,46,0,4,11,231,JAGUARIAIVA,PR,JAGUARIAIVA_PR,2746.0,9133.0
PR,JANDAIA DO SUL,19078,9882,0,845,243,2316,667,0,22,52,2780,1021,82,0,454,362,2,108,0,2,9,231,JANDAIA DO SUL,PR,JANDAIA DO SUL_PR,2298.0,6837.0
PR,JANIOPOLIS,4256,2063,0,171,44,605,99,0,8,11,850,208,34,0,67,53,0,14,0,0,2,27,JANIOPOLIS,PR,JANIOPOLIS_PR,458.0,1586.0
PR,JAPIRA,2744,1572,0,65,17,294,77,0,3,11,527,35,26,0,47,43,0,6,0,0,2,19,JAPIRA,PR,JAPIRA_PR,222.0,1022.0
PR,JAPURA,7880,3280,0,448,96,1019,177,0,6,24,1498,773,33,0,289,129,0,26,0,4,2,76,JAPURA,PR,JAPURA_PR,977.0,3118.0
PR,JARDIM ALEGRE,10332,4975,0,439,269,1153,198,0,4,29,2043,393,63,0,201,485,0,20,0,1,1,58,JARDIM ALEGRE,PR,JARDIM ALEGRE_PR,1366.0,3294.0
PR,JARDIM OLINDA,1308,778,0,46,17,90,27,0,1,7,218,40,13,0,49,15,0,0,0,1,0,6,JARDIM OLINDA,PR,JARDIM OLINDA_PR,123.0,367.0
PR,JATAIZINHO,9354,4939,0,396,88,813,250,0,38,35,1770,623,39,0,152,109,2,45,0,3,2,50,JATAIZINHO,PR,JATAIZINHO_PR,854.0,3452.0
PR,JESUITAS,8048,3975,0,395,74,962,234,0,6,21,1503,480,54,0,167,114,0,24,0,1,1,37,JESUITAS,PR,JESUITAS_PR,978.0,2890.0
PR,JOAQUIM TAVORA,8408,4289,0,338,72,904,280,0,6,27,1593,467,54,0,167,101,1,38,0,0,6,65,JOAQUIM TAVORA,PR,JOAQUIM TAVORA_PR,810.0,3719.0
PR,JUNDIAI DO SUL,1388,761,0,52,5,149,38,0,0,6,278,26,32,0,24,9,0,3,0,0,0,5,JUNDIAI DO SUL,PR,JUNDIAI DO SUL_PR,145.0,533.0
PR,JURANDA,7077,3115,0,390,133,1010,135,0,5,15,1289,541,19,0,154,194,0,12,0,1,4,60,JURANDA,PR,JURANDA_PR,1127.0,2394.0
PR,JUSSARA,5433,2434,0,316,130,483,113,0,13,14,875,419,65,0,311,223,0,11,0,3,0,23,JUSSARA,PR,JUSSARA_PR,723.0,1821.0
PR,KALORE,3520,1666,0,173,40,458,83,0,1,21,817,120,29,0,33,48,0,9,0,1,2,19,KALORE,PR,KALORE_PR,474.0,1176.0
PR,LAPA,34712,18853,0,1576,561,3625,1293,0,14,139,5679,742,260,0,876,645,1,154,0,6,1,287,LAPA,PR,LAPA_PR,3927.0,13560.0
PR,LARANJAL,2990,1500,0,90,13,373,76,0,0,26,809,22,35,0,19,20,0,1,0,0,0,6,LARANJAL,PR,LARANJAL_PR,369.0,1054.0
PR,LARANJEIRAS DO SUL,25336,14743,0,1266,315,3173,984,0,21,68,2917,336,119,0,486,437,2,118,0,2,6,343,LARANJEIRAS DO SUL,PR,LARANJEIRAS DO SUL_PR,3333.0,9095.0
PR,LEOPOLIS,2591,1359,0,115,18,313,73,0,6,16,502,82,16,0,30,37,0,10,0,0,0,14,LEOPOLIS,PR,LEOPOLIS_PR,298.0,896.0
PR,LIDIANOPOLIS,3145,1389,0,144,62,417,57,0,1,10,717,93,30,0,74,118,0,8,0,1,2,22,LIDIANOPOLIS,PR,LIDIANOPOLIS_PR,462.0,1039.0
PR,LINDOESTE,4163,2227,0,158,79,500,120,0,3,18,675,55,49,0,107,115,0,19,0,0,0,38,LINDOESTE,PR,LINDOESTE_PR,537.0,1353.0
PR,LOANDA,20992,9848,0,579,240,2015,620,0,60,50,3753,2250,84,0,723,402,1,81,0,6,4,276,LOANDA,PR,LOANDA_PR,2005.0,8126.0
PR,LOBATO,3653,1707,0,178,73,453,88,0,3,12,559,222,43,0,160,105,0,20,0,3,4,23,LOBATO,PR,LOBATO_PR,545.0,1372.0
PR,LONDRINA,470210,258869,0,9722,2898,37723,22621,0,2695,833,82854,23553,2198,2,8109,3829,38,5607,7,66,133,8453,LONDRINA,PR,LONDRINA_PR,34137.0,206210.0
PR,LUIZIANA,4299,2267,0,265,29,545,97,0,15,12,772,99,37,0,71,56,0,15,0,1,4,14,LUIZIANA,PR,LUIZIANA_PR,608.0,1376.0
PR,LUNARDELLI,3594,1846,0,129,15,390,85,0,1,12,915,91,19,0,49,19,0,6,0,0,3,14,LUNARDELLI,PR,LUNARDELLI_PR,368.0,1116.0
PR,LUPIONOPOLIS,3340,1776,0,116,16,321,82,0,2,20,610,171,65,0,96,19,6,13,0,1,4,22,LUPIONOPOLIS,PR,LUPIONOPOLIS_PR,326.0,1223.0
PR,MALLET,10892,5326,0,629,257,1333,345,0,5,33,2066,172,102,0,196,315,0,53,0,1,3,56,MALLET,PR,MALLET_PR,1505.0,3960.0
PR,MAMBORE,12633,5770,0,752,266,1885,359,0,15,21,1899,652,66,0,271,440,2,41,0,1,3,190,MAMBORE,PR,MAMBORE_PR,2276.0,3666.0
PR,MANDAGUACU,19263,10005,0,646,305,1779,482,0,39,56,3439,1271,80,0,470,500,0,38,0,4,7,142,MANDAGUACU,PR,MANDAGUACU_PR,1731.0,8214.0
PR,MANDAGUARI,32621,16265,0,1079,269,3023,984,0,148,86,5976,3037,119,0,680,414,1,142,1,6,28,363,MANDAGUARI,PR,MANDAGUARI_PR,3035.0,11831.0
PR,MANDIRITUBA,20155,10530,0,1314,670,2093,615,0,10,82,2811,355,138,0,468,822,0,68,0,5,2,172,MANDIRITUBA,PR,MANDIRITUBA_PR,3098.0,6673.0
PR,MANFRINOPOLIS,1929,1079,0,66,6,214,45,0,0,12,408,32,22,0,26,7,0,4,0,1,0,7,MANFRINOPOLIS,PR,MANFRINOPOLIS_PR,175.0,752.0
PR,MANGUEIRINHA,13553,7337,0,790,199,1803,442,0,5,65,1717,263,110,0,286,338,1,40,0,1,4,152,MANGUEIRINHA,PR,MANGUEIRINHA_PR,2061.0,4756.0
PR,MANOEL RIBAS,10276,5023,0,507,187,1542,341,0,4,47,1648,239,51,0,196,319,1,21,0,2,0,148,MANOEL RIBAS,PR,MANOEL RIBAS_PR,1755.0,3559.0
PR,MARECHAL CANDIDO RONDON,55554,25003,0,1958,979,5257,2428,0,103,141,9156,5992,278,0,1802,1310,11,318,0,14,14,790,MARECHAL CANDIDO RONDON,PR,MARECHAL CANDIDO RONDON_PR,5847.0,20152.0
PR,MARIA HELENA,4102,1876,0,154,25,459,91,0,2,17,961,287,55,0,99,42,0,16,0,0,0,18,MARIA HELENA,PR,MARIA HELENA_PR,454.0,1473.0
PR,MARIALVA,35038,16961,0,1333,816,3747,1130,0,69,69,5550,2267,144,0,992,1380,0,96,0,13,13,458,MARIALVA,PR,MARIALVA_PR,4118.0,13667.0
PR,MARILANDIA DO SUL,6860,3395,0,310,77,701,236,0,1,31,1518,233,54,0,103,112,6,33,0,4,3,43,MARILANDIA DO SUL,PR,MARILANDIA DO SUL_PR,847.0,2151.0
PR,MARILENA,5966,2839,0,146,39,424,118,0,5,8,1551,519,46,0,177,56,3,20,0,2,0,13,MARILENA,PR,MARILENA_PR,408.0,1938.0
PR,MARILUZ,7111,3623,0,235,124,620,124,0,5,25,1509,431,94,0,110,169,0,12,0,0,0,30,MARILUZ,PR,MARILUZ_PR,750.0,2236.0
PR,MARINGA,382955,194541,0,10968,7828,34834,16692,0,1044,613,56553,23844,1156,0,11002,11456,5,2463,12,220,132,9592,MARINGA,PR,MARINGA_PR,39350.0,169791.0
PR,MARIOPOLIS,4892,2538,0,314,78,780,165,0,0,23,612,87,50,0,51,112,0,21,0,0,1,60,MARIOPOLIS,PR,MARIOPOLIS_PR,816.0,1753.0
PR,MARIPA,5503,2495,0,445,63,900,245,0,2,22,772,206,30,0,150,88,0,23,0,0,1,61,MARIPA,PR,MARIPA_PR,953.0,2119.0
PR,MARMELEIRO,14400,7064,0,598,683,1617,418,0,4,39,1615,435,70,0,452,1160,0,60,0,3,3,179,MARMELEIRO,PR,MARMELEIRO_PR,2114.0,4843.0
