UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,municipio_limpo,uf_limpa,chave_merge,DIESEL,FLEX
ES,GUACUI,26661,13301,0,874,72,3268,957,0,43,117,5827,1165,78,0,338,113,2,20,0,10,23,453,GUACUI,ES,GUACUI_ES,2873.0,12454.0
ES,GUARAPARI,101201,48134,0,1737,461,10596,5851,0,327,410,18888,7268,318,0,1680,601,2,151,0,56,87,4634,GUARAPARI,ES,GUARAPARI_ES,10963.0,51538.0
ES,IBATIBA,27206,11448,0,934,55,3832,663,0,67,168,8543,575,165,0,230,55,0,12,0,21,9,429,IBATIBA,ES,IBATIBA_ES,3534.0,12761.0
ES,IBIRACU,7643,3317,0,418,256,830,295,0,19,40,1338,375,74,0,194,319,0,14,1,49,1,103,IBIRACU,ES,IBIRACU_ES,1267.0,3063.0
ES,IBITIRAMA,7629,3095,0,251,14,803,164,0,5,86,2796,243,37,0,58,12,1,1,0,9,4,50,IBITIRAMA,ES,IBITIRAMA_ES,717.0,3327.0
ES,ICONHA,14595,4887,0,591,528,1542,308,0,11,35,3558,1238,70,0,204,1383,0,7,0,32,3,198,ICONHA,ES,ICONHA_ES,2258.0,6203.0
ES,IRUPI,12885,5112,0,422,21,2078,324,0,12,50,4149,322,48,0,95,14,0,7,0,12,4,215,IRUPI,ES,IRUPI_ES,1674.0,5762.0
ES,ITAGUACU,10104,3486,0,432,25,1087,216,0,8,24,3739,793,87,0,100,32,0,4,0,8,7,56,ITAGUACU,ES,ITAGUACU_ES,1143.0,4360.0
ES,ITAPEMIRIM,23619,9560,0,703,70,1899,663,0,135,68,6989,2591,84,0,333,82,1,26,0,9,19,387,ITAPEMIRIM,ES,ITAPEMIRIM_ES,2088.0,12026.0
ES,ITARANA,9743,3295,0,624,25,1345,179,0,6,63,3108,802,43,0,94,23,0,8,2,28,10,88,ITARANA,ES,ITARANA_ES,1524.0,4122.0
ES,IUNA,22835,9327,0,717,62,2873,592,0,38,130,7424,889,104,0,243,86,0,24,0,10,2,314,IUNA,ES,IUNA_ES,2515.0,10196.0
ES,JAGUARE,21888,6523,0,730,83,2718,400,0,9,48,7307,3093,127,0,475,108,0,6,2,8,3,248,JAGUARE,ES,JAGUARE_ES,2318.0,10494.0
ES,JERONIMO MONTEIRO,7510,3161,0,132,20,648,206,0,3,34,2366,756,31,0,87,12,2,2,0,5,4,41,JERONIMO MONTEIRO,ES,JERONIMO MONTEIRO_ES,542.0,3223.0
ES,JOAO NEIVA,9934,4597,0,384,153,1281,400,0,18,36,1786,574,45,0,261,227,0,11,0,14,4,143,JOAO NEIVA,ES,JOAO NEIVA_ES,1226.0,4579.0
ES,LARANJA DA TERRA,10171,3250,0,464,42,698,116,0,64,24,4624,648,31,0,92,62,0,6,0,6,2,42,LARANJA DA TERRA,ES,LARANJA DA TERRA_ES,836.0,4536.0
ES,LINHARES,113685,46174,0,3961,1243,11442,4011,0,339,292,24689,12187,846,0,4114,1665,2,81,0,204,97,2338,LINHARES,ES,LINHARES_ES,12341.0,55741.0
ES,MANTENOPOLIS,9804,3848,0,323,11,1592,217,0,8,44,2655,774,51,0,90,11,0,2,0,5,3,170,MANTENOPOLIS,ES,MANTENOPOLIS_ES,1167.0,5482.0
ES,MARATAIZES,29857,12155,0,1053,62,3364,1047,0,217,58,7341,3229,108,1,513,73,1,28,0,6,36,565,MARATAIZES,ES,MARATAIZES_ES,3018.0,15063.0
ES,MARECHAL FLORIANO,16072,6455,0,1006,169,1760,603,0,9,83,4395,727,75,0,287,236,0,23,0,23,14,207,MARECHAL FLORIANO,ES,MARECHAL FLORIANO_ES,2162.0,6477.0
ES,MARILANDIA,11298,3214,0,585,52,1378,207,0,28,28,4282,1094,34,0,152,92,0,4,0,6,4,138,MARILANDIA,ES,MARILANDIA_ES,1418.0,5263.0
ES,MIMOSO DO SUL,16928,6871,0,455,50,1774,559,0,21,85,5235,1211,91,0,231,65,0,12,0,14,3,251,MIMOSO DO SUL,ES,MIMOSO DO SUL_ES,1756.0,7463.0
ES,MONTANHA,11580,4605,0,390,33,1589,263,0,4,30,3046,1040,142,0,188,41,0,2,0,5,5,197,MONTANHA,ES,MONTANHA_ES,1431.0,5885.0
ES,MUCURICI,3125,1400,0,100,19,401,76,0,0,12,803,169,31,0,35,22,0,2,0,4,4,47,MUCURICI,ES,MUCURICI_ES,375.0,1601.0
ES,MUNIZ FREIRE,13704,5143,0,374,20,1625,387,0,5,123,5054,624,59,0,91,17,0,13,0,8,2,159,MUNIZ FREIRE,ES,MUNIZ FREIRE_ES,1367.0,5491.0
ES,MUQUI,9298,3865,0,220,22,977,376,0,4,40,2766,741,44,0,95,23,0,10,0,9,1,105,MUQUI,ES,MUQUI_ES,900.0,3894.0
ES,NOVA VENECIA,35677,11706,0,1361,180,4452,794,0,21,91,11576,4235,231,0,455,226,1,18,0,12,20,298,NOVA VENECIA,ES,NOVA VENECIA_ES,3633.0,17399.0
ES,PANCAS,12110,4124,0,460,13,1392,265,0,8,43,4689,853,42,0,106,25,0,13,0,3,3,71,PANCAS,ES,PANCAS_ES,1243.0,5635.0
ES,PEDRO CANARIO,14090,5784,0,831,186,1436,377,0,18,72,3094,1138,395,0,353,212,21,9,0,12,6,146,PEDRO CANARIO,ES,PEDRO CANARIO_ES,2183.0,6002.0
ES,PINHEIROS,12678,4813,0,458,52,1343,292,0,10,29,3902,1249,214,0,116,59,1,2,0,3,7,128,PINHEIROS,ES,PINHEIROS_ES,1278.0,6132.0
ES,PIUMA,17713,7971,0,378,85,2001,805,0,32,42,3246,2035,20,0,311,82,0,24,1,5,29,646,PIUMA,ES,PIUMA_ES,2086.0,8979.0
ES,PONTO BELO,3631,1544,0,109,4,360,77,0,2,14,1042,364,27,0,42,4,0,2,0,6,7,27,PONTO BELO,ES,PONTO BELO_ES,310.0,1781.0
ES,PRESIDENTE KENNEDY,11348,4407,0,492,95,1387,288,0,23,32,3332,661,31,0,171,173,1,10,0,4,14,227,PRESIDENTE KENNEDY,ES,PRESIDENTE KENNEDY_ES,1543.0,5056.0
ES,RIO BANANAL,20286,4849,0,999,84,3048,339,0,66,27,7171,2850,126,0,340,112,0,6,0,33,3,233,RIO BANANAL,ES,RIO BANANAL_ES,2955.0,8281.0
ES,RIO NOVO DO SUL,8991,3119,0,384,149,823,214,0,9,37,3077,745,42,0,117,159,0,5,0,10,1,100,RIO NOVO DO SUL,ES,RIO NOVO DO SUL_ES,1213.0,3949.0
ES,SANTA LEOPOLDINA,8919,2873,0,569,11,1057,245,0,8,71,3431,419,50,0,85,14,0,10,0,14,5,57,SANTA LEOPOLDINA,ES,SANTA LEOPOLDINA_ES,1202.0,3663.0
ES,SANTA MARIA DE JETIBA,49051,16086,0,3687,1078,5906,826,0,29,119,14200,4389,126,0,470,1664,0,31,0,51,10,379,SANTA MARIA DE JETIBA,ES,SANTA MARIA DE JETIBA_ES,7744.0,20592.0
ES,SANTA TERESA,20875,7845,0,964,67,2667,646,0,26,76,6397,1377,151,0,233,82,0,22,0,15,10,297,SANTA TERESA,ES,SANTA TERESA_ES,2668.0,9793.0
ES,SAO DOMINGOS DO NORTE,7310,2074,0,383,78,970,129,0,5,21,2393,874,96,0,80,156,0,1,0,3,3,44,SAO DOMINGOS DO NORTE,ES,SAO DOMINGOS DO NORTE_ES,1064.0,3033.0
ES,SAO GABRIEL DA PALHA,29782,8741,0,1080,127,2989,521,0,15,65,9653,5581,260,0,305,140,1,12,0,24,6,262,SAO GABRIEL DA PALHA,ES,SAO GABRIEL DA PALHA_ES,2899.0,13721.0
ES,SAO JOSE DO CALCADO,6874,3392,0,120,10,663,202,0,8,34,1911,305,27,0,47,11,3,7,0,3,6,125,SAO JOSE DO CALCADO,ES,SAO JOSE DO CALCADO_ES,580.0,3256.0
ES,SAO MATEUS,78302,33352,0,1770,359,7528,2709,0,129,204,19207,8505,591,0,2058,468,8,51,0,59,56,1248,SAO MATEUS,ES,SAO MATEUS_ES,6541.0,41503.0
ES,SAO ROQUE DO CANAA,9010,2746,0,438,15,945,131,0,27,35,3559,845,65,0,115,18,1,4,0,12,4,50,SAO ROQUE DO CANAA,ES,SAO ROQUE DO CANAA_ES,1046.0,4151.0
ES,SERRA,288433,154304,0,10204,3861,21946,12743,0,328,1003,51318,10898,2961,0,7453,5139,14,579,3,873,312,4494,SERRA,ES,SERRA_ES,28755.0,133865.0
ES,SOORETAMA,14695,5571,0,564,81,1641,338,0,17,38,4512,1148,105,0,440,90,0,5,1,18,4,122,SOORETAMA,ES,SOORETAMA_ES,1498.0,7029.0
ES,VARGEM ALTA,15638,6492,0,713,135,1961,522,0,6,74,4287,766,111,0,212,149,0,3,0,8,2,197,VARGEM ALTA,ES,VARGEM ALTA_ES,2183.0,6462.0
ES,VENDA NOVA DO IMIGRANTE,23736,10303,0,1013,209,3393,948,0,2,43,4792,1433,153,0,429,269,0,51,0,21,8,669,VENDA NOVA DO IMIGRANTE,ES,VENDA NOVA DO IMIGRANTE_ES,3483.0,10376.0
ES,VIANA,43632,18201,0,1981,2357,3409,1548,0,34,153,9399,1661,451,0,811,3136,2,49,1,75,53,311,VIANA,ES,VIANA_ES,6284.0,16242.0
ES,VILA PAVAO,7640,1896,0,286,5,874,93,0,2,17,3356,974,39,0,41,14,0,0,0,5,1,37,VILA PAVAO,ES,VILA PAVAO_ES,714.0,3563.0
ES,VILA VALERIO,14890,3424,0,665,42,1966,207,0,4,55,6501,1494,158,0,156,41,0,7,0,13,3,154,VILA VALERIO,ES,VILA VALERIO_ES,1917.0,6461.0
ES,VILA VELHA,287616,153590,0,4898,2142,20851,17995,0,491,1098,51195,13354,989,0,7079,2623,8,524,0,289,1196,9294,VILA VELHA,ES,VILA VELHA_ES,21402.0,138360.0
ES,VITORIA,223918,124220,0,4603,918,19725,18146,0,261,1074,28658,6521,1027,0,5337,1376,13,727,1,575,306,10430,VITORIA,ES,VITORIA_ES,21739.0,111808.0
GO,ABADIA DE GOIAS,8328,3662,0,344,86,842,198,0,62,17,1973,445,39,0,505,92,0,6,0,0,2,55,ABADIA DE GOIAS,GO,ABADIA DE GOIAS_GO,841.0,3895.0
GO,ABADIANIA,8527,4057,0,453,82,1032,216,0,15,41,1601,324,50,0,481,94,0,11,0,2,2,66,ABADIANIA,GO,ABADIANIA_GO,1070.0,3293.0
GO,ACREUNA,16285,6584,0,521,413,1857,308,0,153,34,2827,1670,177,0,783,752,0,18,0,4,3,181,ACREUNA,GO,ACREUNA_GO,2033.0,6291.0
GO,ADELANDIA,1602,717,0,47,6,206,30,0,11,2,370,90,9,0,101,5,0,1,0,0,0,7,ADELANDIA,GO,ADELANDIA_GO,157.0,621.0
GO,AGUA FRIA DE GOIAS,1516,707,0,65,18,201,27,0,1,18,287,29,30,0,94,27,2,1,0,0,0,9,AGUA FRIA DE GOIAS,GO,AGUA FRIA DE GOIAS_GO,213.0,408.0
GO,AGUA LIMPA,1087,572,0,31,1,142,17,0,5,5,198,42,3,0,55,5,0,5,0,0,0,6,AGUA LIMPA,GO,AGUA LIMPA_GO,85.0,503.0
GO,AGUAS LINDAS DE GOIAS,50108,19815,0,1489,195,3388,1241,0,374,263,9566,1353,868,0,11044,217,6,40,0,8,37,204,AGUAS LINDAS DE GOIAS,GO,AGUAS LINDAS DE GOIAS_GO,4235.0,13173.0
GO,ALEXANIA,17050,8538,0,626,108,1684,378,0,106,71,2999,978,74,0,1218,121,0,38,0,3,12,96,ALEXANIA,GO,ALEXANIA_GO,1486.0,6155.0
GO,ALOANDIA,1494,606,0,38,10,154,17,0,8,5,406,134,6,0,78,14,0,8,0,0,0,10,ALOANDIA,GO,ALOANDIA_GO,126.0,589.0
GO,ALTO HORIZONTE,3856,1509,0,108,35,438,80,0,55,27,770,423,98,0,233,42,0,3,0,1,0,34,ALTO HORIZONTE,GO,ALTO HORIZONTE_GO,461.0,1877.0
GO,ALTO PARAISO DE GOIAS,3858,1643,0,114,22,580,162,0,11,13,767,110,22,0,269,39,0,9,0,0,3,94,ALTO PARAISO DE GOIAS,GO,ALTO PARAISO DE GOIAS_GO,453.0,1518.0
GO,ALVORADA DO NORTE,5266,2491,0,186,43,562,64,0,30,19,1092,287,27,0,351,69,3,3,0,1,0,38,ALVORADA DO NORTE,GO,ALVORADA DO NORTE_GO,519.0,1902.0
GO,AMARALINA,1074,374,0,25,1,152,13,0,17,6,355,64,17,0,46,1,0,1,0,0,0,2,AMARALINA,GO,AMARALINA_GO,114.0,530.0
GO,AMERICANO DO BRASIL,3847,1546,0,103,18,457,71,0,41,16,1033,257,38,0,221,22,0,9,0,0,0,15,AMERICANO DO BRASIL,GO,AMERICANO DO BRASIL_GO,358.0,1632.0
GO,AMORINOPOLIS,1972,774,0,45,23,260,33,0,16,10,564,86,9,0,102,37,0,5,0,0,1,7,AMORINOPOLIS,GO,AMORINOPOLIS_GO,203.0,782.0
GO,ANAPOLIS,340834,164814,0,10328,4067,31032,10345,0,1234,445,66337,24078,1839,0,13699,6120,1,876,0,16,75,5528,ANAPOLIS,GO,ANAPOLIS_GO,31386.0,145684.0
GO,ANHANGUERA,650,383,0,11,2,62,11,0,1,2,121,21,3,0,28,1,0,0,0,0,0,4,ANHANGUERA,GO,ANHANGUERA_GO,42.0,285.0
GO,ANICUNS,15604,7017,0,453,110,1703,295,0,139,38,3079,1292,139,0,1005,171,0,37,0,0,3,123,ANICUNS,GO,ANICUNS_GO,1449.0,5997.0
GO,APARECIDA DE GOIANIA,400836,180451,0,9134,2779,26534,9353,0,3401,635,114575,26278,874,0,18621,4312,3,584,0,28,72,3202,APARECIDA DE GOIANIA,GO,APARECIDA DE GOIANIA_GO,24506.0,184145.0
GO,APARECIDA DO RIO DOCE,1936,853,0,108,46,264,44,0,19,20,338,62,15,0,80,66,0,8,0,0,2,11,APARECIDA DO RIO DOCE,GO,APARECIDA DO RIO DOCE_GO,297.0,839.0
GO,APORE,2489,1124,0,143,19,325,68,0,14,16,373,118,58,0,147,60,0,2,0,2,0,20,APORE,GO,APORE_GO,385.0,887.0
GO,ARACU,2711,1274,0,44,13,295,46,0,13,11,634,140,12,0,179,26,0,3,0,0,2,19,ARACU,GO,ARACU_GO,186.0,1046.0
GO,ARAGARCAS,17973,7333,0,453,97,1754,404,0,424,24,4246,1890,44,0,1029,112,1,20,0,1,4,137,ARAGARCAS,GO,ARAGARCAS_GO,1541.0,5884.0
GO,ARAGOIANIA,6967,3154,0,171,25,753,118,0,53,7,1832,396,19,0,357,23,0,12,0,0,5,42,ARAGOIANIA,GO,ARAGOIANIA_GO,503.0,3034.0
GO,ARAGUAPAZ,4851,1822,0,141,37,494,71,0,69,16,1288,413,21,0,407,43,0,4,0,0,0,25,ARAGUAPAZ,GO,ARAGUAPAZ_GO,386.0,2026.0
GO,ARENOPOLIS,1530,596,0,33,7,252,26,0,28,17,403,34,10,0,90,17,0,3,0,0,0,14,ARENOPOLIS,GO,ARENOPOLIS_GO,194.0,703.0
GO,ARUANA,4460,1528,0,128,27,424,78,0,69,2,1215,478,26,0,390,57,0,4,0,0,3,31,ARUANA,GO,ARUANA_GO,362.0,1889.0
GO,AURILANDIA,1938,836,0,53,4,264,28,0,74,7,475,57,11,0,104,9,0,9,0,0,0,7,AURILANDIA,GO,AURILANDIA_GO,170.0,818.0
GO,AVELINOPOLIS,1721,756,0,61,8,219,43,0,10,5,417,67,4,0,92,19,0,5,0,0,0,15,AVELINOPOLIS,GO,AVELINOPOLIS_GO,147.0,716.0
GO,BALIZA,591,202,0,14,7,107,20,0,9,4,138,33,11,0,34,7,0,0,0,1,0,4,BALIZA,GO,BALIZA_GO,87.0,241.0
GO,BARRO ALTO,7145,3085,0,323,172,924,123,0,36,74,1060,416,170,0,431,255,0,4,0,2,3,67,BARRO ALTO,GO,BARRO ALTO_GO,1200.0,2752.0
GO,BELA VISTA DE GOIAS,24293,9584,0,685,272,2793,494,0,117,70,6392,2070,71,0,1150,361,1,51,0,1,21,160,BELA VISTA DE GOIAS,GO,BELA VISTA DE GOIAS_GO,2157.0,9872.0
GO,BOM JARDIM DE GOIAS,5246,1560,0,167,120,686,78,0,72,13,1360,589,40,0,296,232,0,5,0,0,1,27,BOM JARDIM DE GOIAS,GO,BOM JARDIM DE GOIAS_GO,636.0,1927.0
GO,BOM JESUS,20008,8066,0,530,609,2051,362,0,763,83,3034,2183,195,0,877,1003,0,49,0,1,4,198,BOM JESUS,GO,BOM JESUS_GO,2417.0,7555.0
GO,BONFINOPOLIS,5243,2372,0,117,10,582,87,0,13,10,1430,338,11,0,227,11,0,7,0,0,0,28,BONFINOPOLIS,GO,BONFINOPOLIS_GO,354.0,2460.0
GO,BONOPOLIS,1376,398,0,39,7,158,26,0,10,10,532,116,13,0,48,12,0,1,0,0,0,6,BONOPOLIS,GO,BONOPOLIS_GO,144.0,623.0
GO,BRAZABRANTES,2036,946,0,79,22,183,40,0,15,4,498,93,6,0,119,16,0,2,0,0,0,13,BRAZABRANTES,GO,BRAZABRANTES_GO,191.0,833.0
GO,BRITANIA,4013,1683,0,136,35,430,77,0,46,20,862,320,17,0,307,50,0,9,0,0,1,20,BRITANIA,GO,BRITANIA_GO,402.0,1641.0
GO,BURITI ALEGRE,7624,3778,0,255,185,920,172,0,40,42,1056,388,19,0,428,217,0,32,0,0,1,91,BURITI ALEGRE,GO,BURITI ALEGRE_GO,841.0,2840.0
GO,BURITI DE GOIAS,2219,903,0,35,4,279,42,0,12,9,676,51,3,0,181,3,0,5,0,0,0,16,BURITI DE GOIAS,GO,BURITI DE GOIAS_GO,148.0,1008.0
GO,BURITINOPOLIS,1358,685,0,49,4,92,20,0,11,5,356,56,9,0,64,5,0,0,0,0,0,2,BURITINOPOLIS,GO,BURITINOPOLIS_GO,90.0,649.0
GO,CABECEIRAS,3797,1911,0,170,41,452,59,0,8,19,648,202,47,0,124,91,0,7,0,1,2,15,CABECEIRAS,GO,CABECEIRAS_GO,418.0,1327.0
GO,CACHOEIRA ALTA,7124,3288,0,215,53,928,143,0,113,33,1186,619,94,0,305,77,0,13,1,0,2,54,CACHOEIRA ALTA,GO,CACHOEIRA ALTA_GO,792.0,3281.0
GO,CACHOEIRA DE GOIAS,760,357,0,14,7,105,15,0,9,2,161,15,3,0,48,18,0,3,0,0,0,3,CACHOEIRA DE GOIAS,GO,CACHOEIRA DE GOIAS_GO,63.0,344.0
GO,CACHOEIRA DOURADA,5343,2369,0,204,240,559,99,0,84,29,791,396,85,0,322,131,1,6,0,0,2,25,CACHOEIRA DOURADA,GO,CACHOEIRA DOURADA_GO,735.0,2128.0
GO,CACU,10567,4418,0,475,139,1595,203,0,106,33,1637,761,56,0,725,286,0,26,0,0,1,106,CACU,GO,CACU_GO,1445.0,4439.0
GO,CAIAPONIA,11458,4442,0,418,231,1858,273,0,114,28,2038,843,30,0,710,356,0,9,0,0,1,107,CAIAPONIA,GO,CAIAPONIA_GO,1582.0,4614.0
GO,CALDAS NOVAS,83967,31667,0,1063,164,7003,1890,0,1054,163,22898,13215,168,0,3464,208,2,191,0,1,38,778,CALDAS NOVAS,GO,CALDAS NOVAS_GO,4572.0,36812.0
GO,CALDAZINHA,2845,1025,0,77,4,437,48,0,11,14,982,87,4,0,129,2,0,8,0,0,0,17,CALDAZINHA,GO,CALDAZINHA_GO,277.0,1147.0
GO,CAMPESTRE DE GOIAS,2150,879,0,75,1,233,37,0,17,4,597,124,9,0,153,0,0,3,0,0,0,18,CAMPESTRE DE GOIAS,GO,CAMPESTRE DE GOIAS_GO,173.0,990.0
GO,CAMPINACU,1993,696,0,65,8,324,40,0,18,10,615,125,6,0,65,12,0,0,0,0,0,9,CAMPINACU,GO,CAMPINACU_GO,244.0,860.0
GO,CAMPINORTE,9340,3732,0,289,94,1160,172,0,67,24,2090,818,43,0,606,124,0,14,0,0,4,103,CAMPINORTE,GO,CAMPINORTE_GO,938.0,4272.0
GO,CAMPO ALEGRE DE GOIAS,4531,1957,0,207,113,748,107,0,20,37,712,257,40,0,129,160,0,14,0,1,1,28,CAMPO ALEGRE DE GOIAS,GO,CAMPO ALEGRE DE GOIAS_GO,757.0,1594.0
GO,CAMPO LIMPO DE GOIAS,4502,1866,0,314,26,703,73,0,2,7,860,387,11,0,165,41,0,4,0,0,0,43,CAMPO LIMPO DE GOIAS,GO,CAMPO LIMPO DE GOIAS_GO,721.0,1937.0
GO,CAMPOS BELOS,14902,5942,0,438,85,1862,216,0,15,25,4272,1331,65,0,450,117,0,5,0,1,3,75,CAMPOS BELOS,GO,CAMPOS BELOS_GO,1407.0,6227.0
GO,CAMPOS VERDES,2262,903,0,51,3,211,35,0,1,12,743,221,6,0,60,3,0,3,0,0,1,9,CAMPOS VERDES,GO,CAMPOS VERDES_GO,147.0,970.0
GO,CARMO DO RIO VERDE,6532,2639,0,174,48,569,94,0,40,39,1744,601,67,0,391,74,0,10,0,1,0,41,CARMO DO RIO VERDE,GO,CARMO DO RIO VERDE_GO,568.0,2880.0
GO,CASTELANDIA,2009,885,0,75,70,194,36,0,14,8,380,132,17,0,79,107,0,3,0,0,1,8,CASTELANDIA,GO,CASTELANDIA_GO,234.0,856.0
GO,CATALAO,106427,45026,0,2559,1291,13925,2723,0,721,312,20234,8569,442,0,4967,2202,20,215,0,5,27,3189,CATALAO,GO,CATALAO_GO,11758.0,43320.0
GO,CATURAI,3313,1444,0,70,8,551,72,0,10,7,705,198,8,0,194,19,0,11,0,0,0,16,CATURAI,GO,CATURAI_GO,228.0,1353.0
GO,CAVALCANTE,2744,1005,0,72,1,460,98,0,3,7,853,101,8,0,71,2,0,0,0,0,2,61,CAVALCANTE,GO,CAVALCANTE_GO,320.0,1221.0
GO,CERES,24286,9066,0,638,103,2332,605,0,126,25,6658,3025,73,0,1016,186,1,129,0,1,5,297,CERES,GO,CERES_GO,2004.0,10407.0
GO,CEZARINA,5969,2604,0,212,85,604,149,0,45,47,1201,474,69,0,336,105,0,11,0,1,3,23,CEZARINA,GO,CEZARINA_GO,657.0,2242.0
GO,CHAPADAO DO CEU,10512,3591,0,462,454,1149,403,0,116,18,1304,888,115,0,814,1016,1,3,0,2,2,174,CHAPADAO DO CEU,GO,CHAPADAO DO CEU_GO,1768.0,4117.0
GO,CIDADE OCIDENTAL,16065,7774,0,343,60,925,338,0,52,109,3938,599,261,0,1522,41,1,27,0,0,9,66,CIDADE OCIDENTAL,GO,CIDADE OCIDENTAL_GO,1089.0,6337.0
GO,COCALZINHO DE GOIAS,7099,3429,0,258,82,933,185,0,33,47,1168,287,58,0,426,128,0,9,0,1,4,51,COCALZINHO DE GOIAS,GO,COCALZINHO DE GOIAS_GO,846.0,2522.0
GO,COLINAS DO SUL,1103,489,0,42,2,169,34,0,3,5,232,41,3,0,69,3,0,1,0,0,0,10,COLINAS DO SUL,GO,COLINAS DO SUL_GO,123.0,460.0
GO,CORREGO DO OURO,1503,603,0,34,2,244,16,0,5,4,449,40,3,0,94,3,0,3,0,0,0,3,CORREGO DO OURO,GO,CORREGO DO OURO_GO,124.0,690.0
GO,CORUMBA DE GOIAS,5794,2567,0,154,19,749,102,0,27,22,1461,362,42,0,204,30,0,12,0,0,4,39,CORUMBA DE GOIAS,GO,CORUMBA DE GOIAS_GO,536.0,2236.0
GO,CORUMBAIBA,5948,2487,0,191,49,860,101,0,19,35,1277,466,10,0,303,93,0,14,0,1,0,42,CORUMBAIBA,GO,CORUMBAIBA_GO,648.0,2471.0
GO,CRISTALINA,39715,18210,0,2029,885,5112,1036,0,162,126,5606,2124,654,0,1838,1492,3,43,0,5,16,374,CRISTALINA,GO,CRISTALINA_GO,6039.0,12662.0
GO,CRISTIANOPOLIS,2562,1169,0,88,27,378,41,0,14,13,524,85,6,0,144,42,0,13,0,0,0,18,CRISTIANOPOLIS,GO,CRISTIANOPOLIS_GO,268.0,846.0
GO,CRIXAS,11822,4680,0,280,32,1590,312,0,38,31,2978,1088,27,0,605,38,0,16,0,0,3,104,CRIXAS,GO,CRIXAS_GO,998.0,5102.0
GO,CROMINIA,2780,1214,0,79,26,431,56,0,8,8,616,156,7,0,124,34,0,9,0,0,1,11,CROMINIA,GO,CROMINIA_GO,288.0,1173.0
GO,CUMARI,1927,929,0,37,7,252,48,0,4,13,471,60,5,0,76,15,0,1,0,0,0,9,CUMARI,GO,CUMARI_GO,150.0,803.0
GO,DAMIANOPOLIS,1547,684,0,48,1,224,21,0,8,8,410,58,15,0,55,2,1,3,0,0,0,9,DAMIANOPOLIS,GO,DAMIANOPOLIS_GO,145.0,741.0
GO,DAMOLANDIA,2238,914,0,70,4,291,22,0,3,9,536,226,10,0,135,5,0,5,0,0,0,8,DAMOLANDIA,GO,DAMOLANDIA_GO,192.0,945.0
GO,DAVINOPOLIS,1187,549,0,45,7,240,8,0,2,5,222,34,8,0,36,26,0,1,0,0,0,4,DAVINOPOLIS,GO,DAVINOPOLIS_GO,139.0,436.0
GO,DIORAMA,1255,415,0,25,4,189,15,0,7,6,435,55,8,0,83,4,0,3,0,0,0,6,DIORAMA,GO,DIORAMA_GO,121.0,483.0
GO,DIVINOPOLIS DE GOIAS,1288,570,0,49,20,158,19,0,1,8,297,86,10,0,24,36,0,1,0,0,0,9,DIVINOPOLIS DE GOIAS,GO,DIVINOPOLIS DE GOIAS_GO,137.0,611.0
GO,DOVERLANDIA,5907,1799,0,199,67,958,105,0,46,24,1855,424,46,0,201,136,0,7,0,0,0,40,DOVERLANDIA,GO,DOVERLANDIA_GO,772.0,2342.0
GO,EDEALINA,2721,1174,0,111,58,352,37,0,8,16,546,188,16,0,107,90,0,5,0,0,0,13,EDEALINA,GO,EDEALINA_GO,336.0,1067.0
GO,EDEIA,9014,3675,0,316,136,1159,139,0,121,12,1630,873,52,0,523,278,0,15,0,0,4,81,EDEIA,GO,EDEIA_GO,1004.0,3705.0
GO,ESTRELA DO NORTE,2261,760,0,59,8,247,27,0,37,3,816,179,4,0,99,13,0,2,0,0,0,7,ESTRELA DO NORTE,GO,ESTRELA DO NORTE_GO,181.0,1003.0
GO,FAINA,3427,1371,0,91,22,509,60,0,21,24,928,141,13,0,187,43,0,6,0,0,0,11,FAINA,GO,FAINA_GO,341.0,1468.0
GO,FAZENDA NOVA,3931,1210,0,54,5,499,46,0,31,16,1552,278,13,0,197,2,0,9,0,0,2,17,FAZENDA NOVA,GO,FAZENDA NOVA_GO,240.0,1659.0
GO,FIRMINOPOLIS,7933,3343,0,150,64,953,145,0,181,10,1760,615,10,0,546,92,0,22,0,0,2,40,FIRMINOPOLIS,GO,FIRMINOPOLIS_GO,612.0,3638.0
GO,FLORES DE GOIAS,2065,806,0,75,2,224,42,0,1,14,673,80,18,0,115,5,0,3,0,0,2,5,FLORES DE GOIAS,GO,FLORES DE GOIAS_GO,181.0,840.0
GO,FORMOSA,90560,39765,0,3569,1491,8819,1789,0,521,263,15715,7336,962,0,7680,1996,18,165,0,8,42,421,FORMOSA,GO,FORMOSA_GO,9781.0,28998.0
GO,FORMOSO,3429,1112,0,77,28,433,41,0,37,4,1216,261,8,0,141,42,0,8,0,0,0,21,FORMOSO,GO,FORMOSO_GO,323.0,1433.0
GO,GAMELEIRA DE GOIAS,1739,716,0,62,35,325,54,0,2,4,350,31,17,0,64,63,0,5,0,0,0,11,GAMELEIRA DE GOIAS,GO,GAMELEIRA DE GOIAS_GO,245.0,689.0
